Score,Sentiment,Summary,Text,clean_text
4,Positive,Jack Links  Teryiaki Beef Steak Nuggets,"The beef nuggets are soft and easy on the teeth and tasty. If they are slightly less salty, they will be excellent.Very good snack.<br />Johnson",beef nugget soft easy teeth tasty slightly less salty excellentvery good snackjohnson
5,Positive,Healthy Partners Chicken Strips are our fav!,"My dog loves these and really looks forward to getting one in the morning.  I love these because they are natural.  I also like that they are sortof soft and I don't have to worry about pieces splintering and becoming a hazard.  Most of all, I like the fact that these don't cause my dog to itch like so many other treats and chicken strips we've tried.  These are a staple for us!",dog love really look forward getting one morning love natural also like sortof soft dont worry piece splintering becoming hazard like fact dont cause dog itch like many treat chicken strip weve tried staple u
5,Positive,I've become a coffee snob,I've been using my Senseo coffee maker for few years now. I love it. I use different flavors for different moods.It's also great for parties as everyone can special order. This coffee is much better than average coffee. It is not quite Starbucks but sure runs a close second place to the cafe drinks.,ive using senseo coffee maker year love use different flavor different moodsits also great party everyone special order coffee much better average coffee quite starbucks sure run close second place cafe drink
5,Positive,Phoenix Home & Garden taste test winner,"Amy's won the taste test in the March 2009 issue of Phoenix Home & Garden Magazine, over five other major brands.  I just bought some and am looking forward to them.  Great price from Amazon.",amys taste test march issue phoenix home garden magazine five major brand bought looking forward great price amazon
5,Positive,A Bloody Miracle!!!!!!!!!!!!!!!,"This food saved my sanity and my dog! after trying dozens of holistic foods and countless vet bills I have finally found the one dog food that doesn't give my dog projectile diarrhea!!  and after a lot of experimenting I believe its the legumes because I have try several other grain free limited ingredient forms from NB and this is the only one that works I still mix it with pumpkin because it is the only thing that has given him solid stool, but this food is so good I'm going to try it with out the pumpkin! PS I have four dogs and they are all thriving on it!!!!",food saved sanity dog trying dozen holistic food countless vet bill finally found one dog food doesnt give dog projectile diarrhea lot experimenting believe legume try several grain free limited ingredient form nb one work still mix pumpkin thing given solid stool food good im going try pumpkin p four dog thriving
3,Neutral,Vanilla,Not as strong of a taste or smell like other teas.  Still good for a nice hot cup of tea,strong taste smell like tea still good nice hot cup tea
5,Positive,Full of Taste,Stash teas are very tasty. The flavours are rich and full bodied. Enjoy a cup alone or with friends and remember to live in the present moment.,stash tea tasty flavour rich full bodied enjoy cup alone friend remember live present moment
5,Positive,Best Puppy Food!!!,My dog that is used to eat only home cooked meals likes this food. I had tried other ones without luck until I found this brand. Good product!,dog used eat home cooked meal like food tried one without luck found brand good product
5,Positive,Wonderful alternative to juice!,"This is the best alternative to juice for my kids...they love it, it's mostly water for staying hydrated and they love being able to have a ""juice box"" like everyone else at school without all the sugar of juice. Also, it's made of organic ingredients and mostly water (did I mention that?!) and the price is a fraction on Amazon.com of what it is in the stores (if you can find these anymore since they are hard to find). I highly recommend these!",best alternative juice kidsthey love mostly water staying hydrated love able juice box like everyone else school without sugar juice also made organic ingredient mostly water mention price fraction amazoncom store find anymore since hard find highly recommend
5,Positive,Yummy,It's a little to good tasting for me because I seemed to eat it all in two days even though I told myself to stop. I just couldn't. I had no self control at all because the taste was just over the top to good. They need to find a way to control peoples portions so this doesn't happen to others. Maybe some sort of time lock should be included so you could only get so much per day. Other than being way to good tasting it was fine though.,little good tasting seemed eat two day even though told stop couldnt self control taste top good need find way control people portion doesnt happen others maybe sort time lock included could get much per day way good tasting fine though
5,Positive,This is truly fantastic!,"I love this sauce.  This sauce is made to showcase Guajillo peppers, and it does so very well.  If you are not familiar with Guajillo's, they are similar to Ancho's but with a more chocolatey flavor.<br /><br />It is my favorite in the Bufalo line, and is the original sauce that started it all for that company.  Very highly recommended.",love sauce sauce made showcase guajillo pepper well familiar guajillos similar anchos chocolatey flavorit favorite bufalo line original sauce started company highly recommended
5,Positive,Baker's Dream,Little red cinnamon hears...Forget it...you could not find them in my area.  I am so glad I found this sight and could get them.  I will be back for more.,little red cinnamon hearsforget ityou could find area glad found sight could get back
5,Positive,High quality dog food that treats dry skin.,"This dog food is the only thing that helped our dog with his dry skin.<br />We tried topical creams, antihistamines, etc.  With this dog food, he stopped itching and we dont have to apply any creams, give medicine or apply liquid omega oils on his food.  Will never change up from this brand.  Absolutely love it...so does our dog.",dog food thing helped dog dry skinwe tried topical cream antihistamine etc dog food stopped itching dont apply cream give medicine apply liquid omega oil food never change brand absolutely love itso dog
5,Positive,Bob's Red Mill Organic Graham Flour,Great product and price! I use it to make graham crackers for our children and will never go back to the store-bought kind.,great product price use make graham cracker child never go back storebought kind
5,Positive,j.koch,"i but this honey all the time, you have to try it to appreciate the taste, its unbelieveable and the price cant b beat!!!!! a must buy",honey time try appreciate taste unbelieveable price cant b beat must buy
5,Positive,Healthy Mac & Cheese--not an oxymoron,"Finally, I found a product that satisfies my daughter's mac and cheese craving and also meets my nutrition requirements. We've tested this on several young teens and they all found it delicious; what more could you ask from an instant pasta dish?",finally found product satisfies daughter mac cheese craving also meet nutrition requirement weve tested several young teen found delicious could ask instant pasta dish
4,Positive,Nice taste fulfilling,Was not sure what to expect when ordering and was pleasantly surprised. The texture mixed well with milk keeping a nice crunch. The taste was not over bearing within any of the flavors but a nice mixture of flavors. Was saddened when I came to the end of the box. Would order again.,sure expect ordering pleasantly surprised texture mixed well milk keeping nice crunch taste bearing within flavor nice mixture flavor saddened came end box would order
5,Positive,Delicious cereal...,My little boy loves this cereal although he loves mainly peaches. Taste is very good and nutritious!<br />We try different fruit but I think this is the best one among them.,little boy love cereal although love mainly peach taste good nutritiouswe try different fruit think best one among
4,Positive,"Great plant, some branches dry","We just got this in today. It's actually a decent-sized plant, but doesn't come with flowers (although I understand those will grow). They shipped very quickly (we got ours in 4 days of ordering). A few of the branches seemed a bit dry, so we are a bit worried about the plant's health. However, we immediately watered it and will monitor the situation. Other than that, these are great gifts.",got today actually decentsized plant doesnt come flower although understand grow shipped quickly got day ordering branch seemed bit dry bit worried plant health however immediately watered monitor situation great gift
5,Positive,"Rich, smooth, and blends well",I have been enjoying this product for some time now. I like the taste and the fact that it has no sugar and is organic. Best treat on a cold day.,enjoying product time like taste fact sugar organic best treat cold day
5,Positive,great tea,This is a very interesting tea because it requires no sugar.  It is perfect right out of the tea bag.  It has an interesting rich and robust taste that is quite spicy.  My husband likes it cold but I prefer it hot.,interesting tea requires sugar perfect right tea bag interesting rich robust taste quite spicy husband like cold prefer hot
2,Negative,Too much jelly!,I opened a can of this for my cats dinner and was totally disgusted.  I expected big chunks of sardines with shrimp and crab like the label says.  What I got was some sardines in a thick jelly with one shrimp.  I did not see any crab meat at all.  One cat ate most of it and one would have very little to do with it.  Not worth keeping at all.  This will go in the trash.,opened cat dinner totally disgusted expected big chunk sardine shrimp crab like label say got sardine thick jelly one shrimp see crab meat one cat ate one would little worth keeping go trash
3,Neutral,Engaging but broke easily,Dog enjoyed playing with toy but the plastic bottle broke fairly quickly from being smacked around. Engaging but not durable.,dog enjoyed playing toy plastic bottle broke fairly quickly smacked around engaging durable
5,Positive,Zuke's Mini treats,My 2 bichons just love these treats.  Great for getting a stubborn bichon to do what you want them to do.  All natural and low calorie.,bichons love treat great getting stubborn bichon want natural low calorie
5,Positive,Excellent source of these hard-to-find biscuits,"I have ordered the 7-pack of these Digestive Biscuits several times. They are delicious with a cup of tea, and are a slightly healthier version of a ""cookie"" but with more fiber and perhaps not as sweet as the traditional cookie. I agree with previous reviewers that Amazon packaging has been insufficient in the past, resulting in crumbled and crushed biscuits. However, my most recent shipment (ordered January 8, 2012)arrived in nearly perfect condition, in improved packaging, with all biscuits intact. Since this brand is difficult to find in a regular grocery store, I highly recommend purchasing from Amazon with Prime shipping!",ordered pack digestive biscuit several time delicious cup tea slightly healthier version cookie fiber perhaps sweet traditional cookie agree previous reviewer amazon packaging insufficient past resulting crumbled crushed biscuit however recent shipment ordered january arrived nearly perfect condition improved packaging biscuit intact since brand difficult find regular grocery store highly recommend purchasing amazon prime shipping
5,Positive,The Best Red Wine Vinegar,"I usually pick this up (every bottle available)when I see it at Home Goods or TJ Maxx but, it's so hit or miss. Sometimes I can grab 4 or 5 and sometimes it goes for months where there are none.<br />I'm hoping more people will catch on to how great this vinegar is, popularity will grow and I'll be able to grab it at the local Stop & Shop. I't so good that I'll search & buy on the internet when I can't find it and I don't do that for just any condiment.<br />This is great in any dish calling for red wine vinegar. If you think you don't like red wine vinegar, it's because you've been using such substandard brands (progresso - ewww!! and don't EVER buy the store brand!) that you don't know what red wine vinegar shoud be.<br />You should be able to taste the wine. It should not be watery in the least. It should make you happy!<br />I cook with this on a regular basis. I'm basting cornish game hens with this vinegar right now (Mud Hen in a Mud Pack from Barbara Byfiend's The Eating In Bed Cookbook copyright 1962)and I use it when I make my sausages in red cabbage [...]",usually pick every bottle availablewhen see home good tj maxx hit miss sometimes grab sometimes go month noneim hoping people catch great vinegar popularity grow ill able grab local stop shop good ill search buy internet cant find dont condimentthis great dish calling red wine vinegar think dont like red wine vinegar youve using substandard brand progresso ewww dont ever buy store brand dont know red wine vinegar shoud beyou able taste wine watery least make happyi cook regular basis im basting cornish game hen vinegar right mud hen mud pack barbara byfiends eating bed cookbook copyright use make sausage red cabbage
4,Positive,"Great, but...","This is the third time I've bought a big box of the Lavazza espresso pots. The flavor is great and the price is great, so what could be the problem? For the first time, in this box of 150, a few of the pods aren't properly sealed and leak. Not a big problem, but still it detracts from this otherwise great product.",third time ive bought big box lavazza espresso pot flavor great price great could problem first time box pod arent properly sealed leak big problem still detracts otherwise great product
1,Negative,"sent it back, it was horrible.",I usually buy a different brand of full leaf tea. I tried this Mighty Leaf for a change and couldn't get past the funky taste.  I don't know if it just sat in a warehouse too long or if this is typical of the brand. I sent it back and will stay only with my fav. brand.,usually buy different brand full leaf tea tried mighty leaf change couldnt get past funky taste dont know sat warehouse long typical brand sent back stay fav brand
5,Positive,incredible product and useful for helping asthma or any other lung problem,"I am using this product now. I will discuss both the himalayan salt inhaler and the himalayan salt itself and how I use both.  I am asthmatic and have been so since I was 3. I find the salt inhaler helpful but I still use my regular inhaler which is minimal. What I am finding out is that when I drink the himalayan salt twice a day that is helping cut down my asthma. I drink one teaspoon in the morning and the evening. It doesn't taste to bad but I get it down fast. I also use warm water. That approach is making some differences. I use the himalayan salt inhaler along with my other inhaler. The salt inhaler makes my lungs feel good. Asthma is a lower tract problem visiting the lungs or at least if you read about asthma ascarsis it has a full cycle from the lower tract into the lungs. Not a fun problem. My dad and grandfather had asthma and who knows how far back the problem exists. It isn't genetic but a bacterium that is very hard to kill. The drinking of the himalayan salt helps to alkalize the body but it also does some unique tricks of its own for what it is. It is an wonderful mineral supplement of many minerals in addition to the salt. Salt kills anything and is a killer of germs. The process has to be used daily as once asthma and lung problems exist, the fight is on to keep the lid on it. It isn't an easy street problem that can be quickly resolved. I use the himalayan salt drink now to kill what causes asthma and I will continue to use it to keep the problem at bay. It has cut down my allergies tremendously so I'm a big fan of it. The inhaler I really like. It makes my lungs feel good. I can breathe a lot deeper with it I've noticed. I've had mine over about two months now and progress is with both techniques I am talking about. Please note I am not talking about table salt or sea salt of any kind; I am talking about the himalayan salt. It is the only one that has this incredible balancing and healing property to it. I am seeing some wonderful results by drinking it. And believe me asthma has been so miserable for me that drinking it is nothing. If that solves the problem and gives me my life back and my energy, I can handle it.<br /><br />Update on the above:<br />I use the ""sole"" that you make with the himalayan rocks. I have gone to using just one teaspoon of sole in a glass of water in the morning on empty stomach. It is far more effective than doing this teaspoon a day with regular himalayan salt which is what I started out with originally but modified the procedure as time went on and as I learned more about the uses of himalayan salt. I'd not suggest to anyone using a teaspoon of regular salt in a drink of water; it is too much salt for anyone with asthma. It is incredible stuff, but creating sole is with the himalayan rocks and water. You add the rocks to a glass container of water that has a lid and let it sit. You keep adding rocks every 24 hours until the rocks stop dissolving and then the sole water is ready but just do one teaspoon in a glass of water and preferably on empty stomach waiting for one hour to get the best impacts and then you are done for the day until the next time. The sole is highly concentrated at that point. When the water gets down add more water and more rocks and let it sit for the 24 hours before taking anything out. If the rocks dissolve add more rocks. A box of the rocks will last a very long time.<br /><br />Hope that helps clarify the process.  Use the himalayan rocks to create sole water and do not drink the himalayan salt by itself--too much salt for anyone in that fashion.  The salt inhaler is impressive.  Tiberius",using product discus himalayan salt inhaler himalayan salt use asthmatic since find salt inhaler helpful still use regular inhaler minimal finding drink himalayan salt twice day helping cut asthma drink one teaspoon morning evening doesnt taste bad get fast also use warm water approach making difference use himalayan salt inhaler along inhaler salt inhaler make lung feel good asthma lower tract problem visiting lung least read asthma ascarsis full cycle lower tract lung fun problem dad grandfather asthma know far back problem exists isnt genetic bacterium hard kill drinking himalayan salt help alkalize body also unique trick wonderful mineral supplement many mineral addition salt salt kill anything killer germ process used daily asthma lung problem exist fight keep lid isnt easy street problem quickly resolved use himalayan salt drink kill cause asthma continue use keep problem bay cut allergy tremendously im big fan inhaler really like make lung feel good breathe lot deeper ive noticed ive mine two month progress technique talking please note talking table salt sea salt kind talking himalayan salt one incredible balancing healing property seeing wonderful result drinking believe asthma miserable drinking nothing solves problem give life back energy handle itupdate abovei use sole make himalayan rock gone using one teaspoon sole glass water morning empty stomach far effective teaspoon day regular himalayan salt started originally modified procedure time went learned us himalayan salt id suggest anyone using teaspoon regular salt drink water much salt anyone asthma incredible stuff creating sole himalayan rock water add rock glass container water lid let sit keep adding rock every hour rock stop dissolving sole water ready one teaspoon glass water preferably empty stomach waiting one hour get best impact done day next time sole highly concentrated point water get add water rock let sit hour taking anything rock dissolve add rock box rock last long timehope help clarify process use himalayan rock create sole water drink himalayan salt itselftoo much salt anyone fashion salt inhaler impressive tiberius
5,Positive,Highly addictive! Great with beer,"I used to buy the highly spiced and addictive Wasabi peas from an Asian grocery. They went great with beer. But the crunchiness of the dried peas got to me and my husband after a while, so we stopped getting them. When I run across Blue Diamond Bold Wasabi & Soy Sauce Almonds, I was ecstatic. Now I could once again enjoy the taste of Wasabi as well as enjoy the health benefits of almonds at the same time.<br /><br />You can tell that these almonds are flavored as they have a powdery coating. I was a little bit worried as I remembered that some of the wasabi peas were very hot. In case you're not familiar with wasabi, it is the green paste that is typically served with sushi and diluted down with soy sauce. It is also known as Japanese horseradish, and is quite hot. Fortunately, Blue Diamond has tempered the wasabi with  the savory taste of  soy sauce and it's not as hot as it is in Japanese snack food. But make no mistake, it still has a nice kick, but it doesn't have a long lasting effect. The initial punch of heat fades out quickly to make way for the salty, slightly smoky flavor of soy sauce, making it a very enjoyable snack.<br /><br />5 star snack!",used buy highly spiced addictive wasabi pea asian grocery went great beer crunchiness dried pea got husband stopped getting run across blue diamond bold wasabi soy sauce almond ecstatic could enjoy taste wasabi well enjoy health benefit almond timeyou tell almond flavored powdery coating little bit worried remembered wasabi pea hot case youre familiar wasabi green paste typically served sushi diluted soy sauce also known japanese horseradish quite hot fortunately blue diamond tempered wasabi savory taste soy sauce hot japanese snack food make mistake still nice kick doesnt long lasting effect initial punch heat fade quickly make way salty slightly smoky flavor soy sauce making enjoyable snack star snack
5,Positive,Works Great for Asthma & Is Deliciously Sweet,"I love this tea! Just as another reviewer said, Yogi Tea's Breathe Deep is phenomenally effective for asthma!<br />I recently moved into a rented house where a cat lived for 7 years; I have cat asthma, and have struggled to regain my normal breathing. I still use my Albuterol inhaler when necessary, and check in with my doctor (read: I'd still recommend traditional medicine), but nothing has worked as well as this tea! I've been drinking 3-4 cups/day, and have noticed a substantial improvement -- not just during the rest of the day, but the following days -- even when I drink only 1 cup. No one can underestimate the feeling of being able to breathe freely. This tea is a lifesaver!",love tea another reviewer said yogi tea breathe deep phenomenally effective asthmai recently moved rented house cat lived year cat asthma struggled regain normal breathing still use albuterol inhaler necessary check doctor read id still recommend traditional medicine nothing worked well tea ive drinking cupsday noticed substantial improvement rest day following day even drink cup one underestimate feeling able breathe freely tea lifesaver
5,Positive,Taste like real Thai coconut juice,"I usually buy fresh coconuts from Asian supermarkets.  They usually come from Thailand.  After trying Zico, Vita Coco and Coco Libre, I find this to be the closest to Thai coconut water.  It is sweeter than all the other brands I have tried and I double checked to make sure there is no added sugar.  The only thing that could be improved with this is the pulp.  They are chopped up into small cubes but the pulp is a little too old and tough.  Young coconut pulp is soft and tender.<br /><br />A few other reviewers complain that this brand tastes like vanilla and is not natural.  While taste is subjective, I have tasted lots of fresh coconuts with this flavor and I love it. This is now my favorite brand and I am very pleased to find a brand that is as tasty as fresh coconuts.",usually buy fresh coconut asian supermarket usually come thailand trying zico vita coco coco libre find closest thai coconut water sweeter brand tried double checked make sure added sugar thing could improved pulp chopped small cube pulp little old tough young coconut pulp soft tendera reviewer complain brand taste like vanilla natural taste subjective tasted lot fresh coconut flavor love favorite brand pleased find brand tasty fresh coconut
4,Positive,Yummy!,These are so good. purchased for my girlfriend coz she is a fan but i liked them too :),good purchased girlfriend coz fan liked
5,Positive,Fantastic!!,"These are wonderful! They have a great, light sweetness and real chocolate flavor. Their consistency is that of hard candy (not like a melty chocolate), just what I wanted. I keep them in my bag and use them to stave off afternoon munchies. Great for diabetics and hypoglycemics.",wonderful great light sweetness real chocolate flavor consistency hard candy like melty chocolate wanted keep bag use stave afternoon munchies great diabetic hypoglycemics
5,Positive,Manuka Honey User,"I have had bad heartburn for a while now. After some research, I tried this brand of Manuka Honey, one teaspoon in tea every morning. I have not had heartburn since.",bad heartburn research tried brand manuka honey one teaspoon tea every morning heartburn since
5,Positive,Great Strong Coffee,"I like a strong coffee, particularly when using the Keurig coffee machine.  This coffee really wakes you up in the a.m.",like strong coffee particularly using keurig coffee machine coffee really wake
5,Positive,Linda,I love this product . It is easily digestable for my child who suffers from a lot of gas.,love product easily digestable child suffers lot gas
5,Positive,Light Cinnamon flavor,"I have always been a long time fan of Raisin Bran, just plain old fashioned Raisin Bran.  Now we can add in cinnamon and almonds to the mix? Yes, please! I really liked that the cinnamon is very understated and enhances the taste of the almonds, the bran flakes and the abundant raisins.  As always, every bite is full of something delicious and you don't feel cheated and packed with bran makes this a winning breakfast cereal.  I like to start my day with a bowl of this cereal and I stay full for a VERY long time.  Very good!",always long time fan raisin bran plain old fashioned raisin bran add cinnamon almond mix yes please really liked cinnamon understated enhances taste almond bran flake abundant raisin always every bite full something delicious dont feel cheated packed bran make winning breakfast cereal like start day bowl cereal stay full long time good
5,Positive,Our cat loved it!,"We've tried many cat foods for our old cat. She likes a few, and this is one of them.  It arrives in six pouches, with each pouch resealable. Good freshness date. Following the directions, I introduced a small amount with her usual dry food, and found her picking the Healthful Life pieces from the bowl first. No upset stomach either. Three of the ingredients are: cranberries, spinach, and carrots. Yummy.",weve tried many cat food old cat like one arrives six pouch pouch resealable good freshness date following direction introduced small amount usual dry food found picking healthful life piece bowl first upset stomach either three ingredient cranberry spinach carrot yummy
5,Positive,All Natural Coconut Water,"I love coconut water and have had to take a machete to lop off the top to get to it. This is great! It is almost as good as out of a coconut, but what makes it nice is you do not have to get the coconut or open it. Just pull the top and drink it. It has a very natural taste as if it has never been in a container. Read the product features above and you can see not only is this product all natural, but good for you. It will quench your thirst, hydrate you and help promote smoother, more hydrated skin. Definitely worth drinking!",love coconut water take machete lop top get great almost good coconut make nice get coconut open pull top drink natural taste never container read product feature see product natural good quench thirst hydrate help promote smoother hydrated skin definitely worth drinking
5,Positive,tastes authentic,"This mix gives great results, both flavor and color.  You control the heat.<br /><br />It is good ""as is,"" but can be truly great if you take the time to make a stock to use instead of water.  Another nice touch is to start by sauteing a fresh vegetable trinity in the pot.  I tend to use 1 1/2 - 2 times the suggested amount of meat or seafood.",mix give great result flavor color control heatit good truly great take time make stock use instead water another nice touch start sauteing fresh vegetable trinity pot tend use time suggested amount meat seafood
5,Positive,Balanced and refreshing,"I first discovered this tea at my local coffeeshop, and I became enough of an addict that I had to order a 6-pack from Amazon. I find that the blend is just right for me - not too strong or weak. It's good both iced and hot, and it doesn't really seem to matter how long I leave the tea bag in.",first discovered tea local coffeeshop became enough addict order pack amazon find blend right strong weak good iced hot doesnt really seem matter long leave tea bag
5,Positive,YUM!,Love this stuff the Hickory is my favorite may not taste exactly like bacon but pretty darn close!,love stuff hickory favorite may taste exactly like bacon pretty darn close
5,Positive,Gloria jean mudslide k cup,The coffee is excellent and just as i remembered straight for their shop.  Highly suggest this if you like a flavored coffee.,coffee excellent remembered straight shop highly suggest like flavored coffee
4,Positive,Crispy and Yum Yum Yum,"When I was a kid, Shake and Bake Chicken used to be one of my favorite ""treat"" meals.  Now with kids of my own, I decided to make Shake and Bake for my kids to try too.  The response was as good as I remember that I had - it's crispy and delicious!  Shake and Bake is really easy to make: simply put the Shake and Bake in a plastic bag, wet your chicken a little and toss in and SHAKE SHAKE SHAKE!  Bake it for about 45 minutes at 400 degrees and you'll end up with some crispy ""almost like fried"" chicken.  The flavor isn't too salty, and leans more on the mild side.  If you like it a little spicier, rub on a little tabasco before coating the chicken.<br /><br />This version of Shake and Bake doesn't come with the shaker bag included.  You will need to either 1) have a ziploc bag to put the chicken in, or you can just put the S&B in a pie dish (or other shallow dish) and coat it that way.  We don't like using too many bags, so we just used a large bowl and tossed the chicken around until coated.<br /><br />For people who are having problems with getting soggy bottoms on your chicken, an easy way to keep that from happening is to crumple up the foil and put the chicken on top.  This creates some air pockets under the chicken so that less of it is sitting on the foil.  If you're using chicken wings, you won't even have to crumple the foil because most of the chicken is off the pan.  You can also use a wire rack to make the whole chicken crispy.  Each pack can coat about 6 pieces (we did 2 each of wings, thighs, and drumsticks and had a little left over in the bowl).",kid shake bake chicken used one favorite treat meal kid decided make shake bake kid try response good remember crispy delicious shake bake really easy make simply put shake bake plastic bag wet chicken little toss shake shake shake bake minute degree youll end crispy almost like fried chicken flavor isnt salty lean mild side like little spicier rub little tabasco coating chickenthis version shake bake doesnt come shaker bag included need either ziploc bag put chicken put sb pie dish shallow dish coat way dont like using many bag used large bowl tossed chicken around coatedfor people problem getting soggy bottom chicken easy way keep happening crumple foil put chicken top creates air pocket chicken less sitting foil youre using chicken wing wont even crumple foil chicken pan also use wire rack make whole chicken crispy pack coat piece wing thigh drumstick little left bowl
1,Negative,Why maple?,"The maple is foul -  so not chai tea.  The green chai is the same. Love davidsons, but they missed on this one.",maple foul chai tea green chai love davidsons missed one
4,Positive,A healthier version of the popular breakfast pastry...,"We've been on a pomegranate kick lately and my wife saw these Organic `Toaster Pastries' (don't call them Pop-Tarts) and snatched them up the other day.  She's been looking for a healthier breakfast pastry for the kids since Pop-Tarts, while delicious, are not really all that great for you (with all the artificial colors, hydrogenated oils and such).  These organic pastries are really good and taste pretty much exactly like a Pop-Tart, they even look just like them.  I won't take that step and say that they taste `better', but they taste pretty much the same.  The Cherry Pomegranate flavor is really good, although I would have like more pomegranates.  Instead, I get a lot of cherry.  That is the only reason I give this four stars instead of five.  If you put a flavor on the box, you should represent that flavor well in the pastry and these should have merely been called `Cherry' because that is the only flavor I get.  Still, as a whole you can't go wrong with these Organic pastries.  They are more expensive than your typical Pop-Tarts, and you get less in a box as well, but for peace of mind as a parent they are worth it.",weve pomegranate kick lately wife saw organic toaster pastry dont call poptarts snatched day shes looking healthier breakfast pastry kid since poptarts delicious really great artificial color hydrogenated oil organic pastry really good taste pretty much exactly like poptart even look like wont take step say taste better taste pretty much cherry pomegranate flavor really good although would like pomegranate instead get lot cherry reason give four star instead five put flavor box represent flavor well pastry merely called cherry flavor get still whole cant go wrong organic pastry expensive typical poptarts get less box well peace mind parent worth
4,Positive,Nice kick to it,"I've tried the hickory and peppered so figured I'd try the cajun too since I like spicy food. It has a nice kick to it but it's not too hot, at least in my opinion. The spicy taste lingers in your mouth for a bit but it's not a hot burn. It's not as tasty as I'd like but overall it's good and I'll order it again. My favorite is the peppered though, great taste and just a little spice from the pepper.",ive tried hickory peppered figured id try cajun since like spicy food nice kick hot least opinion spicy taste lingers mouth bit hot burn tasty id like overall good ill order favorite peppered though great taste little spice pepper
3,Neutral,Dented Cans AGAIN!,"I love the Wellness Chicken Formula.  Great ingredients, solid reputation, and my cats like it (not as much as Weruva, but they don't waste).<br /><br />Amazon used to ship these is ridiculously oversized boxes with a foot of bubble wrap on every side.  It was overkill, but the canned goods arrived without a dent every single time.<br /><br />Now, on my third shipment in a row, at least one can is dented, and we are talking massively dented to the point where on this 12oz can if you put another on top it won't stand straight because the top is now at an angle.  The problem is they use these tiny boxes barely large enough to contain the cat food cans, and the bubble wrap is just these extra large bubbles only placed on two of the four sides, leaving two sides exposed to UPS who inevitably dents most of the cans on those sides.<br /><br />I don't consider this UPS's fault, as they handle so many packages they can't afford to treat them like raw eggs, its Amazon's fault for repeat inadequate shipping.  I am definitely not renewing my prime account.",love wellness chicken formula great ingredient solid reputation cat like much weruva dont wasteamazon used ship ridiculously oversized box foot bubble wrap every side overkill canned good arrived without dent every single timenow third shipment row least one dented talking massively dented point oz put another top wont stand straight top angle problem use tiny box barely large enough contain cat food can bubble wrap extra large bubble placed two four side leaving two side exposed ups inevitably dent can sidesi dont consider upss fault handle many package cant afford treat like raw egg amazon fault repeat inadequate shipping definitely renewing prime account
5,Positive,"Tasty, healthy and easy!","Great addition to a care package for lazy, hungry college students. The low sugar jelly tastes great, just like regular jelly, and is good for you too! Super fast shipping and great price!!",great addition care package lazy hungry college student low sugar jelly taste great like regular jelly good super fast shipping great price
5,Positive,All four of my cats LOVE the BFF moist foods,My four kitty cats are in love with this food. I have been feeding it to them for about a week. You can tell they enjoy it way more than their old boring moist cat food (nine lives). You can actually see yummy chunks of chicken in the chicken recipes and smell the fish in the fishy recipes. So far my cats have tried the following recipes and they loved each and every one just as much as the other.<br /><br />Tuna and Chicken 4Eva<br />Tuna and Tilapia Twosome<br />Tuna and Bonito Be Mine<br />Tuna and Salmon Soulmates<br />Tuna and Chicken Chuckles<br />Tuna and Chicken 4Eva<br /><br />I highly recommend this to any person that loves their cats.,four kitty cat love food feeding week tell enjoy way old boring moist cat food nine life actually see yummy chunk chicken chicken recipe smell fish fishy recipe far cat tried following recipe loved every one much othertuna chicken evatuna tilapia twosometuna bonito minetuna salmon soulmatestuna chicken chucklestuna chicken evai highly recommend person love cat
5,Positive,Great,This is a great deal. So much cheaper than the pet store. My dog loves these and it helps her breath smell better. It used to be terrible but she has gotten better after eating these. I just wish they lasted longer for her as she can chew one up in about 2 minutes.,great deal much cheaper pet store dog love help breath smell better used terrible gotten better eating wish lasted longer chew one minute
5,Positive,It tastes like the restaurants!  Great!,It tastes just like the restaurants.  I love it.  I put about 8 tea bags together in the coffee/tea maker pot.  The best!,taste like restaurant love put tea bag together coffeetea maker pot best
5,Positive,Best Coffee,I have tried a wide verity of Green Mountain coffees and this one is the best. Smooth taste but yet not week tasting at all. No bitter or after taste. Just great coffee!,tried wide verity green mountain coffee one best smooth taste yet week tasting bitter taste great coffee
5,Positive,Amazing!,Amazing product! You want to change your body this will do it!<br />I love the taste so fresh and pure! Buy it now! Table salt will never be in your body again!,amazing product want change body iti love taste fresh pure buy table salt never body
3,Neutral,"Great price, I wouldn't use it","Ordered this for my office, they love using this for their coffee.<br />the ingredients are pretty disgusting, if you can get real milk, not this chemical substitute",ordered office love using coffeethe ingredient pretty disgusting get real milk chemical substitute
4,Positive,Autumn bouquet,"I sent this bouquet as a gift to friends for their hospitality.  When ordering, there was no place for me to put a message or who it was from!  We did not hear from our friends for some time and I wondered if they had actually received it or it had been left somewhere for them to find!  I do not know what the bouquet looked like or what condition the flowers were in so I cannot really give an objective review.  I just wish that I could have filled some kind of gift card message to go with it.",sent bouquet gift friend hospitality ordering place put message hear friend time wondered actually received left somewhere find know bouquet looked like condition flower cannot really give objective review wish could filled kind gift card message go
5,Positive,agree!,I have to agree with the other review this flavor is my favorite! These treats are amazing!,agree review flavor favorite treat amazing
